float adds,float mult,float div,float comp,float total only math,float total with comp,total runtime,performance,performance (w/ comp)
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2399632.0,0.223199,0.256868
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2499113.0,0.214314,0.246643
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2482186.0,0.215776,0.248325
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2488618.0,0.215218,0.247683
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2429984.0,0.220411,0.25366
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2463874.0,0.217379,0.250171
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2504050.0,0.213891,0.246157
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,3041970.0,0.176068,0.202628
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2549940.0,0.210042,0.241727
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2469904.0,0.216849,0.24956
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2469202.0,0.21691,0.249631
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,3045228.0,0.17588,0.202411
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2532204.0,0.211513,0.24342
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2520584.0,0.212488,0.244542
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2524564.0,0.212153,0.244157
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2530720.0,0.211637,0.243563
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,3018196.0,0.177455,0.204224
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2534444.0,0.211326,0.243205
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2501080.0,0.214145,0.246449
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2492792.0,0.214857,0.247269
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2344592.0,0.228438,0.262898
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2566230.0,0.208709,0.240192
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2527504.0,0.211907,0.243873
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2546588.0,0.210319,0.242045
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2526468.0,0.211994,0.243973
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2528606.0,0.211814,0.243766
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2439132.0,0.219584,0.252708
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2528896.0,0.21179,0.243738
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2516498.0,0.212833,0.244939
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2373880.0,0.22562,0.259655
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2501258.0,0.21413,0.246432
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2481382.0,0.215845,0.248406
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2543982.0,0.210534,0.242293
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2422648.0,0.221078,0.254428
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2537826.0,0.211045,0.242881
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2393812.0,0.223741,0.257493
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2371360.0,0.22586,0.259931
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2367256.0,0.226251,0.260381
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2407994.0,0.222424,0.255976
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2575324.0,0.207972,0.239344
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2582856.0,0.207365,0.238646
340930.0,180862.0,13803.0,80794.0,535595.0,616389.0,2470390.0,0.216806,0.249511
