float adds,float mult,float div,float comp,float total only math,float total with comp,total runtime,performance,performance (w/ comp)
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2433984.0,0.217273,0.250526
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2446558.0,0.216156,0.249239
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,3110640.0,0.17001,0.196029
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2265484.0,0.233433,0.26916
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2405624.0,0.219834,0.25348
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2307856.0,0.229147,0.264218
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2494700.0,0.211985,0.244429
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2896964.0,0.182549,0.210488
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,3079836.0,0.17171,0.19799
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2460670.0,0.214917,0.247809
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2464112.0,0.214616,0.247463
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2966080.0,0.178296,0.205583
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2337724.0,0.22622,0.260842
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2997602.0,0.176421,0.203422
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2449712.0,0.215878,0.248918
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2477794.0,0.213431,0.246097
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2979544.0,0.17749,0.204654
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2489288.0,0.212446,0.24496
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2190316.0,0.241444,0.278397
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2417140.0,0.218787,0.252272
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2354988.0,0.224561,0.25893
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2468164.0,0.214264,0.247057
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2493114.0,0.21212,0.244584
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2366098.0,0.223507,0.257714
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2382360.0,0.221981,0.255955
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2496534.0,0.211829,0.244249
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2407872.0,0.219629,0.253243
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2502346.0,0.211337,0.243682
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2482236.0,0.213049,0.245656
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2500512.0,0.211492,0.243861
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2921020.0,0.181046,0.208755
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2891592.0,0.182889,0.210879
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2893854.0,0.182746,0.210715
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2425893.0,0.217998,0.251362
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2431364.0,0.217507,0.250796
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2359832.0,0.2241,0.258398
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2435004.0,0.217182,0.250421
337540.0,180862.0,10437.0,80938.0,528839.0,609777.0,2465978.0,0.214454,0.247276
