float adds,float mult,float div,float comp,float total only math,float total with comp,total runtime,performance,performance (w/ comp)
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2516012.0,0.210595,0.242764
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2687447.0,0.197161,0.227278
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3048782.0,0.173794,0.200341
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2662512.0,0.199007,0.229406
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2865778.0,0.184892,0.213135
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2734512.0,0.193767,0.223366
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2471248.0,0.214409,0.247161
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3133745.0,0.169082,0.19491
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2443084.0,0.216881,0.250011
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3274997.0,0.161789,0.186503
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3154783.0,0.167954,0.19361
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2419278.0,0.219015,0.252471
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3122335.0,0.1697,0.195622
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2617042.0,0.202465,0.233392
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2916122.0,0.1817,0.209455
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2939517.0,0.180254,0.207788
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2719752.0,0.194819,0.224578
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2522898.0,0.21002,0.242101
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2937342.0,0.180387,0.207942
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,3152084.0,0.168098,0.193776
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2799513.0,0.189268,0.21818
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2812176.0,0.188416,0.217197
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,1827820.0,0.289886,0.334167
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2965222.0,0.178691,0.205987
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2620076.0,0.20223,0.233122
338050.0,180862.0,10947.0,80938.0,529859.0,610797.0,2502208.0,0.211757,0.244103
