float adds,float mult,float div,float comp,float total only math,float total with comp,QRSdet runtime,QRSfilt runtime,Classify runtime,total runtime,performance,performance (w/ comp)
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3065328.0,524820.0,495372.0,6107676.0,0.090975,0.103356
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2939056.0,472660.0,437976.0,5995496.0,0.092677,0.10529
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2968252.0,498112.0,440580.0,5958052.0,0.093259,0.105952
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3120620.0,527420.0,442524.0,6111920.0,0.090911,0.103285
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5924192.0,948032.0,880280.0,11890576.0,0.04673,0.05309
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3716684.0,601839.0,557559.0,7520218.0,0.073887,0.083943
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5055770.0,805954.0,748206.0,10129744.0,0.054853,0.062318
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4793272.0,752221.0,746644.0,9604777.0,0.057851,0.065724
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4387117.0,717168.0,698357.0,8798583.0,0.063151,0.071746
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2949860.0,476716.0,444824.0,5942576.0,0.093502,0.106228
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3792114.0,673603.0,591327.0,7564469.0,0.073454,0.083452
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3114662.0,497888.0,468608.0,6281529.0,0.088457,0.100496
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2945520.0,473452.0,437676.0,5923864.0,0.093797,0.106563
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5950886.0,1014893.0,878736.0,11952990.0,0.046486,0.052812
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5267663.0,837971.0,819430.0,10742742.0,0.051723,0.058762
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4662176.0,768238.0,764404.0,9506328.0,0.05845,0.066405
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2944980.0,475456.0,442076.0,5966304.0,0.09313,0.105805
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2940368.0,472664.0,440388.0,5927572.0,0.093739,0.106497
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5314619.0,853964.0,793000.0,10906125.0,0.050948,0.057882
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3066700.0,552300.0,441204.0,6101852.0,0.091061,0.103455
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3019620.0,473744.0,443604.0,6009320.0,0.092464,0.105048
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3000068.0,524300.0,444456.0,6113488.0,0.090888,0.103258
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3016160.0,472368.0,436272.0,5995004.0,0.092684,0.105299
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2944680.0,473756.0,443312.0,5985972.0,0.092824,0.105458
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3000264.0,473108.0,440544.0,5942636.0,0.093501,0.106227
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3052828.0,538312.0,509836.0,6208156.0,0.089502,0.101683
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3790580.0,804244.0,573556.0,7376228.0,0.075329,0.085581
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2945616.0,474848.0,439796.0,5932764.0,0.093657,0.106404
