Blocking,Blockingprecompdivandconstant,"Blockingprecompdivandconstant,derIshort","Blockingprecompdivandconstant,derIshortandprecompsum",Blockingprecompdivandx*2-y*2->(x-y)*2,Blockingprecompdivonly,Precompdiv,"Precompdivandconstant,derIshortandprecompsum",RENAME,SlowPerformance,SlowPerformance2,SlowPerformancewithmacro,SlowPerformancewithmacrolp,SlowPerformancewithmacrolpderI,SlowPerformancewithmacrolpderIhp,SlowPerformancewithmacrolpderIhphalf,SlowPerformancewithmacrolpderIhphalfdependencies,SlowPerformancewithmacrolpderIhphalfdependenciesnodiv,SlowPerformancewithmacrolpderIhphalfnodiv,SlowPerformancewithmacrolpderIhphalfnodivandconstreplaced,SlowPerformancewithmacrolpderIhpptr,SlowPerformancewithmacrolpderIhpptrhalf,SlowPerformancewithmacrolpderIhpptrhalfdiv
0.49055,0.540244,0.564876,0.565031,0.405489,0.543666,0.52466,0.532517,0.880644,0.477009,0.608297,0.476285,0.57654,0.5851,0.632517,0.631748,0.628425,0.878177,0.85611,0.780496,0.598973,0.596008,0.546863
